id 2,time,pm10
CU-S0005,2018-03-22,72.4815972222222
CU-S0005,2018-03-23,88.04861111111109
CU-S0005,2018-03-24,86.10034722222221
CU-S0005,2018-03-25,81.42048611111107
CU-S0005,2018-03-26,76.11498257839716
CU-S0005,2018-03-27,60.231944444444466
CU-S0005,2018-03-28,60.4432986111111
CU-S0005,2018-03-29,69.24722222222226
CU-S0005,2018-03-30,73.59131944444442
CU-S0005,2018-03-31,48.45173611111112
CU-S0005,2018-04-01,48.61909722222223
CU-S0005,2018-04-02,46.14826388888891
CU-S0005,2018-04-03,32.8232167832168
CU-S0005,2018-04-04,49.35555555555554
CU-S0005,2018-04-09,18.820800000000002
CU-S0005,2018-04-10,42.07706293706296
CU-S0005,2018-04-11,61.78527777777775
CU-S0005,2018-04-12,76.72948412698422
CU-S0005,2018-04-13,74.82777777777774
CU-S0005,2018-04-14,79.06354166666668
CU-S0005,2018-04-15,67.83541666666663
CU-S0005,2018-04-16,27.279166666666686
CU-S0005,2018-04-17,16.04166666666667
CU-S0005,2018-04-18,17.198611111111116
CU-S0005,2018-04-19,30.482430555555556
CU-S0005,2018-04-20,42.196515679442506
CU-S0005,2018-04-21,55.476041666666674
CU-S0005,2018-04-22,62.72500000000006
CU-S0005,2018-04-23,68.31631944444442
CU-S0005,2018-04-24,74.5209009009009
CU-S0005,2018-04-25,45.51453608247425
CU-S0005,2018-04-26,29.976686746987948
CU-S0005,2018-04-27,21.2315750915751
CU-S0005,2018-04-28,18.05868055555555
CU-S0005,2018-04-29,9.92916666666667
CU-S0005,2018-04-30,13.180902777777781
CU-S0005,2018-05-01,12.844250871080156
CU-S0005,2018-05-02,3.712847222222222
CU-S0005,2018-05-03,6.352173913043477
CU-S0005,2018-05-04,8.13640776699029
CU-S0005,2018-05-05,10.106250000000003
CU-S0005,2018-05-06,19.13402777777779
CU-S0005,2018-05-07,28.041398601398605
CU-S0005,2018-05-08,33.120661157024784
CU-S0005,2018-05-09,45.7194472361809
CU-S0005,2018-05-10,32.89895833333332
CU-S0005,2018-05-11,17.770138888888894
CU-S0005,2018-05-12,13.727430555555548
CU-S0005,2018-05-13,15.342708333333341
CU-S0005,2018-05-14,16.734375
CU-S0005,2018-05-15,21.27476683937823
CU-S0005,2018-05-16,18.804371584699457
