id,time,pm25
CU-S0005,2018-03-07,87.94320557491291
CU-S0005,2018-03-08,65.08241258741253
CU-S0005,2018-03-09,17.66334494773519
CU-S0005,2018-03-10,29.307986111111102
CU-S0005,2018-03-11,45.454861111111086
CU-S0005,2018-03-12,63.87461538461535
CU-S0005,2018-03-16,73.74798353909466
CU-S0005,2018-03-17,55.84687500000001
CU-S0005,2018-03-18,51.59618055555553
CU-S0005,2018-03-19,51.35111498257844
CU-S0005,2018-03-20,63.96968641114984
CU-S0005,2018-03-21,71.64652777777782
CU-S0005,2018-03-22,68.51562499999994
CU-S0005,2018-03-23,83.81006944444445
CU-S0005,2018-03-24,82.83784722222224
CU-S0005,2018-03-25,77.63645833333337
CU-S0005,2018-03-26,72.26111498257832
CU-S0005,2018-03-27,52.49791666666666
CU-S0005,2018-03-28,52.74805555555558
CU-S0005,2018-03-29,65.97916666666661
CU-S0005,2018-03-30,70.4399305555555
CU-S0005,2018-03-31,42.41250000000001
CU-S0005,2018-04-01,39.781250000000014
CU-S0005,2018-04-02,38.18055555555556
CU-S0005,2018-04-03,29.032762237762235
CU-S0005,2018-04-04,40.6777777777778
CU-S0005,2018-04-09,18.240971428571438
CU-S0005,2018-04-10,35.488671328671344
CU-S0005,2018-04-11,55.50208333333329
CU-S0005,2018-04-12,73.9613095238095
CU-S0005,2018-04-13,72.72812499999998
CU-S0005,2018-04-14,76.9899305555555
CU-S0005,2018-04-15,64.21111111111105
CU-S0005,2018-04-16,24.469444444444452
CU-S0005,2018-04-17,15.507986111111109
CU-S0005,2018-04-18,16.636458333333334
CU-S0005,2018-04-19,27.23621527777778
CU-S0005,2018-04-20,35.73275261324039
CU-S0005,2018-04-21,46.49652777777778
CU-S0005,2018-04-22,56.469097222222224
CU-S0005,2018-04-23,64.17500000000003
CU-S0005,2018-04-24,71.24261261261259
CU-S0005,2018-04-25,41.66639175257731
CU-S0005,2018-04-26,27.00096385542169
CU-S0005,2018-04-27,20.354578754578757
CU-S0005,2018-04-28,17.41145833333334
CU-S0005,2018-04-29,9.641319444444454
CU-S0005,2018-04-30,12.37638888888889
CU-S0005,2018-05-01,12.350871080139378
CU-S0005,2018-05-02,3.5402777777777783
CU-S0005,2018-05-03,6.07391304347826
CU-S0005,2018-05-04,7.886213592233005
CU-S0005,2018-05-05,9.780208333333333
CU-S0005,2018-05-06,18.40555555555556
CU-S0005,2018-05-07,25.72678321678322
CU-S0005,2018-05-08,29.728099173553716
CU-S0005,2018-05-09,38.34959798994975
CU-S0005,2018-05-10,28.94305555555555
CU-S0005,2018-05-11,17.099652777777784
CU-S0005,2018-05-12,12.96180555555555
CU-S0005,2018-05-13,14.883333333333338
CU-S0005,2018-05-14,16.26354166666666
CU-S0005,2018-05-15,20.29093264248704
CU-S0005,2018-05-16,17.93661202185793
CU-S0005,2018-05-17,6.036445993031353
CU-S0005,2018-05-18,11.964216027874564
CU-S0005,2018-05-19,2.644827586206896
CU-S0005,2018-05-22,12.145727699530523
CU-S0005,2018-05-23,11.769806763285025
CU-S0005,2018-05-24,11.558527131782943
CU-S0005,2018-05-25,13.261153846153842
CU-S0005,2018-05-26,7.507108013937284
CU-S0005,2018-05-27,6.9847222222222225
CU-S0005,2018-05-28,5.351789473684211
CU-S0005,2018-05-29,4.5218750000000005
CU-S0005,2018-05-30,7.241010452961675
CU-S0005,2018-05-31,7.219268292682929
CU-S0005,2018-06-01,7.648561403508772
CU-S0005,2018-06-02,11.596874999999999
CU-S0005,2018-06-03,9.317361111111113
CU-S0005,2018-06-04,8.42149825783973
CU-S0005,2018-06-05,8.308536585365854
CU-S0005,2018-06-06,7.613888888888888
CU-S0005,2018-06-07,8.988541666666665
CU-S0006,2018-02-07,47.513203945275215
CU-S0006,2018-02-12,37.60146017699112
CU-S0006,2018-02-13,39.5443205574913
CU-S0006,2018-02-14,45.88576388888893
CU-S0006,2018-02-15,58.1648523206751
CU-S0006,2018-02-16,29.01608391608393
CU-S0006,2018-02-17,29.05666666666667
CU-S0006,2018-02-18,49.61472868217052
CU-S0006,2018-02-19,50.38721830985918
CU-S0006,2018-02-20,53.27744755244757
CU-S0006,2018-02-21,51.27326388888891
CU-S0006,2018-02-22,36.19967741935483
CU-S0006,2018-02-23,19.149523809523814
CU-S0006,2018-02-24,20.804391534391527
CU-S0006,2018-02-25,28.578397212543567
CU-S0006,2018-02-26,32.33186311787073
CU-S0006,2018-02-27,31.83725099601595
CU-S0006,2018-02-28,41.71560975609755
CU-S0006,2018-03-01,49.64618055555556
CU-S0006,2018-03-02,46.04368055555551
CU-S0006,2018-03-03,39.866666666666646
CU-S0006,2018-03-04,49.207108013937294
CU-S0006,2018-03-05,60.05627177700344
CU-S0006,2018-03-06,57.841319444444466
CU-S0006,2018-03-07,82.06340277777784
CU-S0006,2018-03-08,67.43127413127421
CU-S0006,2018-03-09,18.414999999999992
CU-S0006,2018-03-10,19.560000000000006
CU-S0006,2018-03-12,52.49747058823528
CU-S0006,2018-03-13,49.039860627177724
CU-S0006,2018-03-14,58.04027777777781
CU-S0006,2018-03-15,72.65800699300702
CU-S0006,2018-03-16,75.93749999999997
CU-S0006,2018-03-17,64.99340277777782
CU-S0006,2018-03-18,51.736458333333275
CU-S0006,2018-03-19,58.8611111111111
CU-S0006,2018-03-20,78.20292682926835
CU-S0006,2018-03-21,72.99559440559442
CU-S0006,2018-03-22,76.0754385964912
CU-S0006,2018-03-23,70.01236111111108
CU-S0006,2018-03-24,72.74965277777775
CU-S0006,2018-03-25,83.58725694444455
CU-S0006,2018-03-26,78.12578947368422
CU-S0006,2018-03-27,57.902986111111154
CU-S0006,2018-03-28,56.339901477832505
CU-S0006,2018-03-29,73.19425925925928
CU-S0006,2018-03-30,72.9686111111111
CU-S0006,2018-03-31,54.528819444444466
CU-S0006,2018-04-01,50.023263888888934
CU-S0006,2018-04-02,41.8336933797909
CU-S0006,2018-04-03,30.017013888888883
CU-S0006,2018-04-04,42.44186915887851
CU-S0006,2018-04-05,32.48205188679247
CU-S0006,2018-04-06,29.910729613733913
