sensorid,time,pm1
CU-S0004,14-07-18,
CU-S0004,15-07-18,
CU-S0004,16-07-18,
CU-S0004,17-07-18,
CU-S0004,18-07-18,
CU-S0004,19-07-18,
CU-S0004,20-07-18,
CU-S0004,21-07-18,
CU-S0004,22-07-18,
CU-S0004,23-07-18,
CU-S0004,24-07-18,
CU-S0004,25-07-18,
CU-S0004,26-07-18,
CU-S0004,27-07-18,
CU-S0004,28-07-18,
CU-S0004,29-07-18,
CU-S0004,30-07-18,
CU-S0004,31-07-18,
CU-S0004,01-08-18,
CU-S0004,02-08-18,
CU-S0004,03-08-18,
CU-S0004,04-08-18,
CU-S0004,05-08-18,
CU-S0004,06-08-18,
CU-S0004,07-08-18,
CU-S0004,08-08-18,
CU-S0004,09-08-18,
CU-S0004,10-08-18,
CU-S0004,11-08-18,
CU-S0004,12-08-18,
CU-S0004,13-08-18,
CU-S0004,14-08-18,
CU-S0004,15-08-18,
CU-S0004,16-08-18,
CU-S0004,17-08-18,
CU-S0004,18-08-18,
CU-S0004,19-08-18,
CU-S0004,20-08-18,
CU-S0004,21-08-18,
CU-S0004,22-08-18,
CU-S0004,23-08-18,
CU-S0004,24-08-18,
CU-S0004,25-08-18,
CU-S0004,26-08-18,
CU-S0004,27-08-18,
CU-S0004,28-08-18,
CU-S0004,29-08-18,
CU-S0004,30-08-18,
CU-S0004,31-08-18,
CU-S0004,01-09-18,
CU-S0004,02-09-18,
CU-S0004,03-09-18,
CU-S0004,04-09-18,
CU-S0004,05-09-18,
CU-S0004,06-09-18,
CU-S0004,07-09-18,
CU-S0004,08-09-18,
CU-S0004,09-09-18,
CU-S0004,10-09-18,
CU-S0004,11-09-18,
CU-S0004,12-09-18,
CU-S0004,13-09-18,
CU-S0004,14-09-18,
CU-S0004,15-09-18,
CU-S0004,16-09-18,
CU-S0004,17-09-18,
CU-S0004,18-09-18,
CU-S0004,19-09-18,
CU-S0004,20-09-18,
CU-S0004,21-09-18,
CU-S0004,22-09-18,
CU-S0004,23-09-18,
CU-S0004,24-09-18,
CU-S0004,25-09-18,
CU-S0004,26-09-18,
CU-S0004,27-09-18,
CU-S0004,28-09-18,
CU-S0004,29-09-18,
CU-S0005,31-01-18,
CU-S0005,01-02-18,
CU-S0005,02-02-18,
CU-S0005,03-02-18,
CU-S0005,04-02-18,
CU-S0005,05-02-18,
CU-S0005,06-02-18,
CU-S0005,07-02-18,36.20804691
CU-S0005,08-02-18,55.00930233
CU-S0005,09-02-18,
CU-S0005,10-02-18,
CU-S0005,11-02-18,
CU-S0005,12-02-18,25.66666667
CU-S0005,13-02-18,24.71560976
CU-S0005,14-02-18,33.56836806
CU-S0005,15-02-18,33.91631944
CU-S0005,16-02-18,37.404
CU-S0005,17-02-18,
CU-S0005,18-02-18,
CU-S0005,19-02-18,38.5740081
CU-S0005,20-02-18,40.67449123
CU-S0005,21-02-18,37.42038674
CU-S0005,22-02-18,27.63875
CU-S0005,23-02-18,
CU-S0005,24-02-18,
CU-S0005,25-02-18,
CU-S0005,26-02-18,20.18528369
CU-S0005,27-02-18,21.38299652
CU-S0005,28-02-18,28.36174216
CU-S0005,01-03-18,30.32222222
CU-S0005,02-03-18,31.8479021
CU-S0005,03-03-18,28.15034722
CU-S0005,04-03-18,39.10590278
CU-S0005,05-03-18,50.1259375
CU-S0005,06-03-18,44.58045296
CU-S0005,07-03-18,67.47526132
CU-S0005,08-03-18,50.29293706
CU-S0005,09-03-18,14.02508711
CU-S0005,10-03-18,21.44340278
CU-S0005,11-03-18,35.828125
CU-S0005,12-03-18,51.61833333
CU-S0005,13-03-18,
CU-S0005,14-03-18,
CU-S0005,15-03-18,
CU-S0005,16-03-18,56.5281893
CU-S0005,17-03-18,43.25173611
CU-S0005,18-03-18,39.678125
CU-S0005,19-03-18,39.49121951
CU-S0005,20-03-18,49.54181185
CU-S0005,21-03-18,55.921875
CU-S0005,22-03-18,54.06493056
CU-S0005,23-03-18,65.45208333
CU-S0005,24-03-18,64.35104167
CU-S0005,25-03-18,60.22638889
CU-S0005,26-03-18,55.68351916
CU-S0005,27-03-18,40.47465278
CU-S0005,28-03-18,40.55951389
CU-S0005,29-03-18,50.16076389
CU-S0005,30-03-18,53.515625
CU-S0005,31-03-18,30.86423611
CU-S0005,01-04-18,28.26770833
CU-S0005,02-04-18,27.78194444
CU-S0005,03-04-18,21.35566434
CU-S0005,04-04-18,30.21428571
CU-S0005,05-04-18,
CU-S0005,06-04-18,
CU-S0005,07-04-18,
CU-S0005,08-04-18,
CU-S0005,09-04-18,14.93377143
CU-S0005,10-04-18,26.65237762
CU-S0005,11-04-18,45.06305556
CU-S0005,12-04-18,59.14968254
CU-S0005,13-04-18,57.97118056
CU-S0005,14-04-18,61.52743056
CU-S0005,15-04-18,50.41354167
CU-S0005,16-04-18,18.6875
CU-S0005,17-04-18,12.41527778
CU-S0005,18-04-18,13.09409722
CU-S0005,19-04-18,20.55986111
CU-S0005,20-04-18,26.22926829
CU-S0005,21-04-18,36.27083333
CU-S0005,22-04-18,45.14791667
CU-S0005,23-04-18,51.24409722
CU-S0005,24-04-18,57.01315315
CU-S0005,25-04-18,32.65876289
CU-S0005,26-04-18,20.54686747
CU-S0005,27-04-18,15.91930403
CU-S0005,28-04-18,13.90729167
CU-S0005,29-04-18,7.780208333
CU-S0005,30-04-18,9.798958333
CU-S0005,01-05-18,10.10418118
CU-S0005,02-05-18,2.875
CU-S0005,03-05-18,5.030434783
CU-S0005,04-05-18,6.565048544
CU-S0005,05-05-18,8.194791667
CU-S0005,06-05-18,14.94409722
CU-S0005,07-05-18,20.01398601
CU-S0005,08-05-18,22.71487603
CU-S0005,09-05-18,28.7978392
CU-S0005,10-05-18,22.04166667
CU-S0005,11-05-18,13.73888889
CU-S0005,12-05-18,10.36111111
CU-S0005,13-05-18,12.12951389
CU-S0005,14-05-18,13.03159722
CU-S0005,15-05-18,16.00813472
CU-S0005,16-05-18,13.86338798
CU-S0005,17-05-18,4.959372822
CU-S0005,18-05-18,9.824216028
CU-S0005,19-05-18,2.110344828
CU-S0005,20-05-18,
CU-S0005,21-05-18,
CU-S0005,22-05-18,10.13028169
CU-S0005,23-05-18,9.923913043
CU-S0005,24-05-18,9.639767442
CU-S0005,25-05-18,11.24811189
CU-S0005,26-05-18,6.371916376
CU-S0005,27-05-18,6.094791667
CU-S0005,28-05-18,4.542385965
CU-S0005,29-05-18,3.830555556
CU-S0005,30-05-18,6.038188153
CU-S0005,31-05-18,6.025296167
CU-S0005,01-06-18,6.373438596
CU-S0005,02-06-18,9.897569444
CU-S0005,03-06-18,7.893402778
CU-S0005,04-06-18,7.230905923
CU-S0005,05-06-18,7.190139373
CU-S0005,06-06-18,6.490625
CU-S0005,07-06-18,7.532291667
CU-S0005,08-06-18,
CU-S0005,09-06-18,
CU-S0005,10-06-18,
CU-S0005,11-06-18,
CU-S0005,12-06-18,
CU-S0005,13-06-18,
CU-S0005,14-06-18,
CU-S0005,15-06-18,
CU-S0005,16-06-18,
CU-S0005,17-06-18,
CU-S0005,18-06-18,
CU-S0005,19-06-18,
CU-S0005,20-06-18,
CU-S0005,21-06-18,
CU-S0005,22-06-18,
CU-S0005,23-06-18,
CU-S0005,24-06-18,
CU-S0005,25-06-18,
CU-S0005,26-06-18,
CU-S0005,27-06-18,
CU-S0005,28-06-18,
CU-S0005,29-06-18,
CU-S0005,30-06-18,
CU-S0005,01-07-18,
CU-S0005,02-07-18,
CU-S0005,03-07-18,
CU-S0005,04-07-18,
CU-S0005,05-07-18,
CU-S0005,06-07-18,
CU-S0005,07-07-18,
CU-S0005,08-07-18,
CU-S0005,09-07-18,
CU-S0005,10-07-18,
CU-S0005,11-07-18,
CU-S0005,12-07-18,
CU-S0005,13-07-18,
CU-S0005,14-07-18,
CU-S0005,15-07-18,
CU-S0005,16-07-18,
CU-S0005,17-07-18,
CU-S0005,18-07-18,
CU-S0005,19-07-18,
CU-S0005,20-07-18,
CU-S0005,21-07-18,
CU-S0005,22-07-18,
CU-S0005,23-07-18,
CU-S0005,24-07-18,
CU-S0005,25-07-18,
CU-S0005,26-07-18,
CU-S0005,27-07-18,
CU-S0005,28-07-18,
CU-S0005,29-07-18,
CU-S0005,30-07-18,
CU-S0005,31-07-18,
CU-S0005,01-08-18,
CU-S0005,02-08-18,
CU-S0005,03-08-18,
CU-S0005,04-08-18,
CU-S0005,05-08-18,
CU-S0005,06-08-18,
CU-S0005,07-08-18,
CU-S0005,08-08-18,
CU-S0005,09-08-18,
CU-S0005,10-08-18,
CU-S0005,11-08-18,
CU-S0005,12-08-18,
CU-S0005,13-08-18,
CU-S0005,14-08-18,
CU-S0005,15-08-18,
CU-S0005,16-08-18,
CU-S0005,17-08-18,
CU-S0005,18-08-18,
CU-S0005,19-08-18,
CU-S0005,20-08-18,
CU-S0005,21-08-18,
CU-S0005,22-08-18,
CU-S0005,23-08-18,
CU-S0005,24-08-18,
CU-S0005,25-08-18,
CU-S0005,26-08-18,
CU-S0005,27-08-18,
CU-S0005,28-08-18,
CU-S0005,29-08-18,
CU-S0005,30-08-18,
CU-S0005,31-08-18,
CU-S0005,01-09-18,
CU-S0005,02-09-18,
CU-S0005,03-09-18,
CU-S0005,04-09-18,
CU-S0005,05-09-18,
CU-S0005,06-09-18,
CU-S0005,07-09-18,
CU-S0005,08-09-18,
CU-S0005,09-09-18,
CU-S0005,10-09-18,
CU-S0005,11-09-18,
CU-S0005,12-09-18,
CU-S0005,13-09-18,
CU-S0005,14-09-18,
CU-S0005,15-09-18,
CU-S0005,16-09-18,
CU-S0005,17-09-18,
CU-S0005,18-09-18,
CU-S0005,19-09-18,
CU-S0005,20-09-18,
CU-S0005,21-09-18,
CU-S0005,22-09-18,
CU-S0005,23-09-18,
CU-S0005,24-09-18,
CU-S0005,25-09-18,
CU-S0005,26-09-18,
CU-S0005,27-09-18,
CU-S0005,28-09-18,
CU-S0005,29-09-18,
CU-S0006,31-01-18,
CU-S0006,01-02-18,
CU-S0006,02-02-18,
CU-S0006,03-02-18,
CU-S0006,04-02-18,
CU-S0006,05-02-18,
CU-S0006,06-02-18,
CU-S0006,07-02-18,35.51100859
CU-S0006,08-02-18,
CU-S0006,09-02-18,
CU-S0006,10-02-18,
CU-S0006,11-02-18,
CU-S0006,12-02-18,26.97172566
CU-S0006,13-02-18,28.86947735
CU-S0006,14-02-18,33.328125
CU-S0006,15-02-18,40.29510549
CU-S0006,16-02-18,21.19265734
CU-S0006,17-02-18,21.15666667
CU-S0006,18-02-18,35.42403101
CU-S0006,19-02-18,36.97887324
CU-S0006,20-02-18,39.2801049
CU-S0006,21-02-18,37.24756944
CU-S0006,22-02-18,26.62119816
CU-S0006,23-02-18,15.1847619
CU-S0006,24-02-18,16.39121693
CU-S0006,25-02-18,21.42299652
CU-S0006,26-02-18,24.49490494
CU-S0006,27-02-18,23.96474104
CU-S0006,28-02-18,30.27627178
CU-S0006,01-03-18,35.93704861
CU-S0006,02-03-18,33.51677083
CU-S0006,03-03-18,29.384375
CU-S0006,04-03-18,38.10142857
CU-S0006,05-03-18,47.64094077
CU-S0006,06-03-18,44.87951389
CU-S0006,07-03-18,63.009375
CU-S0006,08-03-18,51.76640927
CU-S0006,09-03-18,14.32085
CU-S0006,10-03-18,15.24
CU-S0006,11-03-18,
CU-S0006,12-03-18,40.26094118
CU-S0006,13-03-18,36.92745645
CU-S0006,14-03-18,44.02013889
CU-S0006,15-03-18,54.79881119
CU-S0006,16-03-18,57.19920139
CU-S0006,17-03-18,49.72013889
CU-S0006,18-03-18,39.25381944
CU-S0006,19-03-18,44.88857778
CU-S0006,20-03-18,60.02665505
CU-S0006,21-03-18,55.92664336
CU-S0006,22-03-18,59.09396491
CU-S0006,23-03-18,54.21416667
CU-S0006,24-03-18,56.0625
CU-S0006,25-03-18,63.90454861
CU-S0006,26-03-18,58.90505263
CU-S0006,27-03-18,43.36663194
CU-S0006,28-03-18,42.24581281
CU-S0006,29-03-18,54.13703704
CU-S0006,30-03-18,54.58229167
CU-S0006,31-03-18,39.09861111
CU-S0006,01-04-18,35.31527778
CU-S0006,02-04-18,30.09874564
CU-S0006,03-04-18,22.14583333
CU-S0006,04-04-18,30.93850467
CU-S0006,05-04-18,23.2954717
CU-S0006,06-04-18,22.19862661
CU-S0006,07-04-18,10.75166667
CU-S0006,08-04-18,8.917708333
CU-S0006,09-04-18,10.97945205
CU-S0006,10-04-18,36.59571429
CU-S0006,11-04-18,52.32847222
CU-S0006,12-04-18,61.06153846
CU-S0006,13-04-18,63.65909408
CU-S0006,14-04-18,74.12062718
CU-S0006,15-04-18,52.04083333
CU-S0006,16-04-18,29.32565789
CU-S0006,17-04-18,19.62007042
CU-S0006,18-04-18,
CU-S0006,19-04-18,23.6630303
CU-S0006,20-04-18,28.98350877
CU-S0006,21-04-18,35.10555556
CU-S0006,22-04-18,45.39097222
CU-S0006,23-04-18,53.92274306
CU-S0006,24-04-18,57.99618881
CU-S0006,25-04-18,35.15216783
CU-S0006,26-04-18,20.75398601
CU-S0006,27-04-18,13.88912587
CU-S0006,28-04-18,16.37395833
CU-S0006,29-04-18,11.428125
CU-S0006,30-04-18,9.696097561
CU-S0006,01-05-18,11.45979021
CU-S0006,02-05-18,2.616864111
CU-S0006,03-05-18,5.29030837
CU-S0006,04-05-18,8.585583756
CU-S0006,05-05-18,9.937256944
CU-S0006,06-05-18,14.72566372
CU-S0006,07-05-18,24.85795082
CU-S0006,08-05-18,26.98996454
CU-S0006,09-05-18,34.59225806
CU-S0006,10-05-18,
CU-S0006,11-05-18,28.28978378
CU-S0006,12-05-18,16.18801394
CU-S0006,13-05-18,14.93125
CU-S0006,14-05-18,18.08322981
CU-S0006,15-05-18,25.71914729
CU-S0006,16-05-18,15.9383871
CU-S0006,17-05-18,6.78986014
CU-S0006,18-05-18,10.59775281
CU-S0006,19-05-18,
CU-S0006,20-05-18,13.05177778
CU-S0006,21-05-18,16.79672727
CU-S0006,22-05-18,13.5013986
CU-S0006,23-05-18,9.498536585
CU-S0006,24-05-18,10.97151292
CU-S0006,25-05-18,15.11
CU-S0006,26-05-18,6.979453782
CU-S0006,27-05-18,8.169791667
CU-S0006,28-05-18,3.038675799
CU-S0006,29-05-18,5.587456446
CU-S0006,30-05-18,8.587829181
CU-S0006,31-05-18,5.537931034
CU-S0006,01-06-18,
CU-S0006,02-06-18,
CU-S0006,03-06-18,
CU-S0006,04-06-18,
CU-S0006,05-06-18,
CU-S0006,06-06-18,
CU-S0006,07-06-18,
CU-S0006,08-06-18,
CU-S0006,09-06-18,
CU-S0006,10-06-18,
CU-S0006,11-06-18,
CU-S0006,12-06-18,
CU-S0006,13-06-18,
CU-S0006,14-06-18,
CU-S0006,15-06-18,
CU-S0006,16-06-18,
CU-S0006,17-06-18,
CU-S0006,18-06-18,
CU-S0006,19-06-18,
CU-S0006,20-06-18,
CU-S0006,21-06-18,
CU-S0006,22-06-18,
CU-S0006,23-06-18,
CU-S0006,24-06-18,
CU-S0006,25-06-18,
CU-S0006,26-06-18,
CU-S0006,27-06-18,
CU-S0006,28-06-18,
CU-S0006,29-06-18,
CU-S0006,30-06-18,
CU-S0006,01-07-18,
CU-S0006,02-07-18,
CU-S0006,03-07-18,
CU-S0006,04-07-18,
CU-S0006,05-07-18,
CU-S0006,06-07-18,
CU-S0006,07-07-18,
CU-S0006,08-07-18,
CU-S0006,09-07-18,
CU-S0006,10-07-18,
CU-S0006,11-07-18,
CU-S0006,12-07-18,
CU-S0006,13-07-18,
CU-S0006,14-07-18,
CU-S0006,15-07-18,
CU-S0006,16-07-18,
CU-S0006,17-07-18,
CU-S0006,18-07-18,
CU-S0006,19-07-18,
CU-S0006,20-07-18,
CU-S0006,21-07-18,
CU-S0006,22-07-18,
CU-S0006,23-07-18,
CU-S0006,24-07-18,
CU-S0006,25-07-18,
CU-S0006,26-07-18,
CU-S0006,27-07-18,
CU-S0006,28-07-18,
CU-S0006,29-07-18,
CU-S0006,30-07-18,
CU-S0006,31-07-18,
CU-S0006,01-08-18,
CU-S0006,02-08-18,
CU-S0006,03-08-18,
CU-S0006,04-08-18,
CU-S0006,05-08-18,
CU-S0006,06-08-18,
CU-S0006,07-08-18,
CU-S0006,08-08-18,
CU-S0006,09-08-18,
CU-S0006,10-08-18,
CU-S0006,11-08-18,
CU-S0006,12-08-18,
CU-S0006,13-08-18,
CU-S0006,14-08-18,
CU-S0006,15-08-18,
CU-S0006,16-08-18,
CU-S0006,17-08-18,
CU-S0006,18-08-18,
CU-S0006,19-08-18,
CU-S0006,20-08-18,
CU-S0006,21-08-18,
CU-S0006,22-08-18,
CU-S0006,23-08-18,
CU-S0006,24-08-18,
CU-S0006,25-08-18,
CU-S0006,26-08-18,
CU-S0006,27-08-18,
CU-S0006,28-08-18,
CU-S0006,29-08-18,
CU-S0006,30-08-18,
CU-S0006,31-08-18,
CU-S0006,01-09-18,
CU-S0006,02-09-18,
CU-S0006,03-09-18,
CU-S0006,04-09-18,
CU-S0006,05-09-18,
CU-S0006,06-09-18,
CU-S0006,07-09-18,
CU-S0006,08-09-18,
CU-S0006,09-09-18,
CU-S0006,10-09-18,
CU-S0006,11-09-18,
CU-S0006,12-09-18,
CU-S0006,13-09-18,
CU-S0006,14-09-18,
CU-S0006,15-09-18,
CU-S0006,16-09-18,
CU-S0006,17-09-18,
CU-S0006,18-09-18,
CU-S0006,19-09-18,
CU-S0006,20-09-18,
CU-S0006,21-09-18,
CU-S0006,22-09-18,
CU-S0006,23-09-18,
CU-S0006,24-09-18,
CU-S0006,25-09-18,
CU-S0006,26-09-18,
CU-S0006,27-09-18,
CU-S0006,28-09-18,
CU-S0006,29-09-18,
CU-S0007,31-01-18,
CU-S0007,01-02-18,
CU-S0007,02-02-18,
CU-S0007,03-02-18,
CU-S0007,04-02-18,
CU-S0007,05-02-18,
CU-S0007,06-02-18,
CU-S0007,07-02-18,
CU-S0007,08-02-18,
CU-S0007,09-02-18,
CU-S0007,10-02-18,
CU-S0007,11-02-18,
CU-S0007,12-02-18,
CU-S0007,13-02-18,
CU-S0007,14-02-18,
CU-S0007,15-02-18,
CU-S0007,16-02-18,
CU-S0007,17-02-18,
CU-S0007,18-02-18,
CU-S0007,19-02-18,
CU-S0007,20-02-18,
CU-S0007,21-02-18,
CU-S0007,22-02-18,
CU-S0007,23-02-18,
CU-S0007,24-02-18,
CU-S0007,25-02-18,
CU-S0007,26-02-18,
CU-S0007,27-02-18,
CU-S0007,28-02-18,35.43375
CU-S0007,01-03-18,
CU-S0007,02-03-18,
CU-S0007,03-03-18,
CU-S0007,04-03-18,
CU-S0007,05-03-18,
CU-S0007,06-03-18,
CU-S0007,07-03-18,
CU-S0007,08-03-18,
CU-S0007,09-03-18,
CU-S0007,10-03-18,
CU-S0007,11-03-18,
CU-S0007,12-03-18,
CU-S0007,13-03-18,
CU-S0007,14-03-18,
CU-S0007,15-03-18,
CU-S0007,16-03-18,
CU-S0007,17-03-18,
CU-S0007,18-03-18,
CU-S0007,19-03-18,
CU-S0007,20-03-18,
CU-S0007,21-03-18,
CU-S0007,22-03-18,
CU-S0007,23-03-18,
CU-S0007,24-03-18,
CU-S0007,25-03-18,
CU-S0007,26-03-18,
CU-S0007,27-03-18,
CU-S0007,28-03-18,
CU-S0007,29-03-18,
CU-S0007,30-03-18,
CU-S0007,31-03-18,
CU-S0007,01-04-18,
CU-S0007,02-04-18,
CU-S0007,03-04-18,
CU-S0007,04-04-18,
CU-S0007,05-04-18,
CU-S0007,06-04-18,
CU-S0007,07-04-18,
CU-S0007,08-04-18,
CU-S0007,09-04-18,
CU-S0007,10-04-18,
CU-S0007,11-04-18,
CU-S0007,12-04-18,
CU-S0007,13-04-18,
CU-S0007,14-04-18,
CU-S0007,15-04-18,
CU-S0007,16-04-18,
CU-S0007,17-04-18,
CU-S0007,18-04-18,
CU-S0007,19-04-18,
CU-S0007,20-04-18,
CU-S0007,21-04-18,
CU-S0007,22-04-18,
CU-S0007,23-04-18,
CU-S0007,24-04-18,
CU-S0007,25-04-18,
CU-S0007,26-04-18,
CU-S0007,27-04-18,
CU-S0007,28-04-18,
CU-S0007,29-04-18,
CU-S0007,30-04-18,
CU-S0007,01-05-18,
CU-S0007,02-05-18,
CU-S0007,03-05-18,
CU-S0007,04-05-18,
CU-S0007,05-05-18,
CU-S0007,06-05-18,
CU-S0007,07-05-18,
CU-S0007,08-05-18,
CU-S0007,09-05-18,
CU-S0007,10-05-18,
CU-S0007,11-05-18,
CU-S0007,12-05-18,
CU-S0007,13-05-18,
CU-S0007,14-05-18,
CU-S0007,15-05-18,
CU-S0007,16-05-18,
CU-S0007,17-05-18,
CU-S0007,18-05-18,
CU-S0007,19-05-18,
CU-S0007,20-05-18,
CU-S0007,21-05-18,
CU-S0007,22-05-18,
CU-S0007,23-05-18,
CU-S0007,24-05-18,
CU-S0007,25-05-18,
CU-S0007,26-05-18,
CU-S0007,27-05-18,
CU-S0007,28-05-18,
CU-S0007,29-05-18,
CU-S0007,30-05-18,
CU-S0007,31-05-18,
CU-S0007,01-06-18,
CU-S0007,02-06-18,
CU-S0007,03-06-18,
CU-S0007,04-06-18,
CU-S0007,05-06-18,
CU-S0007,06-06-18,
CU-S0007,07-06-18,
CU-S0007,08-06-18,
CU-S0007,09-06-18,
CU-S0007,10-06-18,
CU-S0007,11-06-18,
CU-S0007,12-06-18,
CU-S0007,13-06-18,
CU-S0007,14-06-18,
CU-S0007,15-06-18,
CU-S0007,16-06-18,
CU-S0007,17-06-18,
CU-S0007,18-06-18,
CU-S0007,19-06-18,
CU-S0007,20-06-18,
CU-S0007,21-06-18,
CU-S0007,22-06-18,
CU-S0007,23-06-18,
CU-S0007,24-06-18,
CU-S0007,25-06-18,
CU-S0007,26-06-18,
CU-S0007,27-06-18,
CU-S0007,28-06-18,
CU-S0007,29-06-18,
CU-S0007,30-06-18,
CU-S0007,01-07-18,
CU-S0007,02-07-18,
CU-S0007,03-07-18,
CU-S0007,04-07-18,
CU-S0007,05-07-18,
CU-S0007,06-07-18,
CU-S0007,07-07-18,
CU-S0007,08-07-18,
CU-S0007,09-07-18,
CU-S0007,10-07-18,
CU-S0007,11-07-18,
CU-S0007,12-07-18,
CU-S0007,13-07-18,
CU-S0007,14-07-18,
CU-S0007,15-07-18,
CU-S0007,16-07-18,
CU-S0007,17-07-18,
CU-S0007,18-07-18,
CU-S0007,19-07-18,
CU-S0007,20-07-18,
CU-S0007,21-07-18,
CU-S0007,22-07-18,
CU-S0007,23-07-18,
CU-S0007,24-07-18,
CU-S0007,25-07-18,
CU-S0007,26-07-18,
CU-S0007,27-07-18,
CU-S0007,28-07-18,
CU-S0007,29-07-18,
CU-S0007,30-07-18,
CU-S0007,31-07-18,
CU-S0007,01-08-18,
CU-S0007,02-08-18,
CU-S0007,03-08-18,
CU-S0007,04-08-18,
CU-S0007,05-08-18,
CU-S0007,06-08-18,
CU-S0007,07-08-18,
CU-S0007,08-08-18,
CU-S0007,09-08-18,
CU-S0007,10-08-18,
CU-S0007,11-08-18,
CU-S0007,12-08-18,
CU-S0007,13-08-18,
CU-S0007,14-08-18,
CU-S0007,15-08-18,
CU-S0007,16-08-18,
CU-S0007,17-08-18,
CU-S0007,18-08-18,
CU-S0007,19-08-18,
CU-S0007,20-08-18,
CU-S0007,21-08-18,
CU-S0007,22-08-18,
CU-S0007,23-08-18,
CU-S0007,24-08-18,
CU-S0007,25-08-18,
CU-S0007,26-08-18,
CU-S0007,27-08-18,
CU-S0007,28-08-18,
CU-S0007,29-08-18,
CU-S0007,30-08-18,
CU-S0007,31-08-18,
CU-S0007,01-09-18,
CU-S0007,02-09-18,
CU-S0007,03-09-18,
CU-S0007,04-09-18,
CU-S0007,05-09-18,
CU-S0007,06-09-18,
CU-S0007,07-09-18,
CU-S0007,08-09-18,
CU-S0007,09-09-18,
CU-S0007,10-09-18,
CU-S0007,11-09-18,
CU-S0007,12-09-18,
CU-S0007,13-09-18,
CU-S0007,14-09-18,
CU-S0007,15-09-18,
CU-S0007,16-09-18,
CU-S0007,17-09-18,
CU-S0007,18-09-18,
CU-S0007,19-09-18,
CU-S0007,20-09-18,
CU-S0007,21-09-18,
CU-S0007,22-09-18,
CU-S0007,23-09-18,
CU-S0007,24-09-18,
CU-S0007,25-09-18,
CU-S0007,26-09-18,
CU-S0007,27-09-18,
CU-S0007,28-09-18,
CU-S0007,29-09-18,
CU-S0008,31-01-18,
CU-S0008,01-02-18,
CU-S0008,02-02-18,
CU-S0008,03-02-18,
CU-S0008,04-02-18,
CU-S0008,05-02-18,
CU-S0008,06-02-18,
CU-S0008,07-02-18,
CU-S0008,08-02-18,
CU-S0008,09-02-18,
CU-S0008,10-02-18,
CU-S0008,11-02-18,
CU-S0008,12-02-18,
CU-S0008,13-02-18,
CU-S0008,14-02-18,35.4920098
CU-S0008,15-02-18,30.58055556
CU-S0008,16-02-18,19.9098951
CU-S0008,17-02-18,36.82666667
CU-S0008,18-02-18,34.91538462
CU-S0008,19-02-18,46.93055556
CU-S0008,20-02-18,38.21936759
CU-S0008,21-02-18,37.75
CU-S0008,22-02-18,22.98526132
CU-S0008,23-02-18,10.78198606
CU-S0008,24-02-18,16.42465278
CU-S0008,25-02-18,25.48494624
CU-S0008,26-02-18,24.80585366
CU-S0008,27-02-18,18.39782609
CU-S0008,28-02-18,30.87503571
CU-S0008,01-03-18,31.90892857
CU-S0008,02-03-18,37.55025641
CU-S0008,03-03-18,
CU-S0008,04-03-18,
CU-S0008,05-03-18,52.46785366
CU-S0008,06-03-18,50.1645614
CU-S0008,07-03-18,63.28490909
CU-S0008,08-03-18,47.58316547
CU-S0008,09-03-18,13.72388889
CU-S0008,10-03-18,22.09188153
CU-S0008,11-03-18,36.30313589
CU-S0008,12-03-18,40.7565812
CU-S0008,13-03-18,37.51887719
CU-S0008,14-03-18,41.29351351
CU-S0008,15-03-18,
CU-S0008,16-03-18,56.54305556
CU-S0008,17-03-18,46.23251748
CU-S0008,18-03-18,37.86802974
CU-S0008,19-03-18,35.43309028
CU-S0008,20-03-18,42.56190476
CU-S0008,21-03-18,
CU-S0008,22-03-18,55.75038043
CU-S0008,23-03-18,51.03978102
CU-S0008,24-03-18,60.92891986
CU-S0008,25-03-18,66.48477352
CU-S0008,26-03-18,61.53321555
CU-S0008,27-03-18,50.63355422
CU-S0008,28-03-18,39.82094763
CU-S0008,29-03-18,49.86829268
CU-S0008,30-03-18,53.36700599
CU-S0008,31-03-18,33.66025926
CU-S0008,01-04-18,30.82878788
CU-S0008,02-04-18,31.71828571
CU-S0008,03-04-18,23.65223881
CU-S0008,04-04-18,33.67313725
CU-S0008,05-04-18,23.6365614
CU-S0008,06-04-18,23.61333333
CU-S0008,07-04-18,7.723611111
CU-S0008,08-04-18,10.88611111
CU-S0008,09-04-18,15.85634146
CU-S0008,10-04-18,29.27839721
CU-S0008,11-04-18,45.80244755
CU-S0008,12-04-18,54.16934426
CU-S0008,13-04-18,56.45716495
CU-S0008,14-04-18,62.4790625
CU-S0008,15-04-18,56.84996255
CU-S0008,16-04-18,22.01655797
CU-S0008,17-04-18,14.50626168
CU-S0008,18-04-18,15.03159722
CU-S0008,19-04-18,22.23449477
CU-S0008,20-04-18,27.35473868
CU-S0008,21-04-18,33.04142361
CU-S0008,22-04-18,45.11919298
CU-S0008,23-04-18,59.16470383
CU-S0008,24-04-18,63.15844444
CU-S0008,25-04-18,33.80306122
CU-S0008,26-04-18,21.74702797
CU-S0008,27-04-18,18.38288462
CU-S0008,28-04-18,17.09094077
CU-S0008,29-04-18,9.840625
CU-S0008,30-04-18,11.76882979
CU-S0008,01-05-18,11.32611111
CU-S0008,02-05-18,
CU-S0008,03-05-18,4.82504065
CU-S0008,04-05-18,6.44154386
