Series,Time,Value
mqtt_consumer.mean {topic: chula/CU-S0005},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},7/2/2018,57.33653846
mqtt_consumer.mean {topic: chula/CU-S0005},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0005},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},7/2/2018,57.65994318
mqtt_consumer.mean {topic: chula/CU-S0006},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0006},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},7/2/2018,57.903125
mqtt_consumer.mean {topic: chula/CU-S0009},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0009},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},5/2/2018,55.14695946
mqtt_consumer.mean {topic: chula/CU-S0010},6/2/2018,56.21912544
mqtt_consumer.mean {topic: chula/CU-S0010},7/2/2018,67.0995935
mqtt_consumer.mean {topic: chula/CU-S0010},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0010},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},5/2/2018,60.07114094
mqtt_consumer.mean {topic: chula/CU-S0011},6/2/2018,59.84431391
mqtt_consumer.mean {topic: chula/CU-S0011},7/2/2018,61.74851695
mqtt_consumer.mean {topic: chula/CU-S0011},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0011},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},7/2/2018,58.17083333
mqtt_consumer.mean {topic: chula/CU-S0014},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},9/2/2018,null
