Series,Time,Value
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},13/4/2018,78.4054878
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},14/4/2018,78.00520833
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},15/4/2018,76.72875817
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},16/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},17/4/2018,30.85019841
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},18/4/2018,28.77620482
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},19/4/2018,49.2405914
mqtt_consumer.mean {topic: chula/sensor/CU-S0079},20/4/2018,50.69813084
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},31/1/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},1/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},2/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},3/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},4/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},5/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},6/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},7/2/2018,58.87501601
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},8/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},9/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},10/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},11/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},12/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},13/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},14/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},15/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},16/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},17/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},18/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},19/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},20/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},21/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},22/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},23/2/2018,22.75462963
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},24/2/2018,33.68994875
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},25/2/2018,40.66376307
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},26/2/2018,27.41746516
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},27/2/2018,38.83785461
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},28/2/2018,51.14950658
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},1/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},2/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},3/3/2018,37.7265625
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},4/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},5/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},6/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},7/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},8/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},9/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},10/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},11/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},12/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},13/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},14/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},15/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},16/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},17/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},18/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},19/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},20/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},21/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},22/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},23/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},24/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},25/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},26/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},27/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},28/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},29/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},30/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},31/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},1/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},2/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},3/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},4/4/2018,51.43535714
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},5/4/2018,38.42246901
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},6/4/2018,35.52706866
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},7/4/2018,12.66986063
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},8/4/2018,15.19536082
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},9/4/2018,20.71148649
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},10/4/2018,39.17242218
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},11/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},12/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},13/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},14/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},15/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},16/4/2018,18.76086957
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},17/4/2018,20.3896777
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},18/4/2018,20.53339161
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},19/4/2018,37.33076923
mqtt_consumer.mean {topic: chula/sensor/CU-S0080},20/4/2018,34.55643939
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},31/1/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},1/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},2/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},3/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},4/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},5/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},6/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},7/2/2018,55.625
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},8/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},9/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},10/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},11/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},12/2/2018,40.90742187
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},13/2/2018,76.85431985
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},14/2/2018,52.79151943
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},15/2/2018,64.24013158
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},16/2/2018,51.21008403
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},17/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},18/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},19/2/2018,74.41793722
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},20/2/2018,67.79199219
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},21/2/2018,70.87304687
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},22/2/2018,33.14732824
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},23/2/2018,24.75767544
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},24/2/2018,21.64857651
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},25/2/2018,34.09322742
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},26/2/2018,32.30803965
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},27/2/2018,33.85590278
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},28/2/2018,51.03234266
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},1/3/2018,49.69907407
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},2/3/2018,59.8766835
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},3/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},4/3/2018,58.65678328
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},5/3/2018,78.33761161
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},6/3/2018,84.25564236
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},7/3/2018,99.07944915
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},8/3/2018,93.67628838
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},9/3/2018,21.0893595
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},10/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},11/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},12/3/2018,75.29784972
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},13/3/2018,54.36367596
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},14/3/2018,70.38162879
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},15/3/2018,96.39560658
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},16/3/2018,81.21385017
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},17/3/2018,70.85683761
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},18/3/2018,69.14505119
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},19/3/2018,84.43934426
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},20/3/2018,105.2224771
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},21/3/2018,67.39626736
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},22/3/2018,71.86545139
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},23/3/2018,71.74440299
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},24/3/2018,99.2095672
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},25/3/2018,118.6628151
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},26/3/2018,116.2673841
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},27/3/2018,77.21495485
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},28/3/2018,60.05625
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},29/3/2018,87.17664931
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},30/3/2018,86.18513746
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},31/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},1/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},2/4/2018,55.05681818
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},3/4/2018,41.41371681
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},4/4/2018,50.09982639
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},5/4/2018,39.50359712
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},6/4/2018,36.53346682
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},7/4/2018,10.21440972
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},8/4/2018,13.69935345
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},9/4/2018,27.75054348
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},10/4/2018,53.27690972
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},11/4/2018,64.45335648
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},12/4/2018,77.8043956
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},13/4/2018,92.39105903
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},14/4/2018,105.9865451
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},15/4/2018,81.65156794
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},16/4/2018,38.82692308
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},17/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},18/4/2018,21.96613071
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},19/4/2018,28.48844538
mqtt_consumer.mean {topic: chula/sensor/CU-S0081},20/4/2018,37.63505362
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},31/1/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},1/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},2/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},3/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},4/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},5/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},6/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},7/2/2018,60.78149779
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},8/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},9/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},10/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},11/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},12/2/2018,51.44618056
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},13/2/2018,51.93677778
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},14/2/2018,70.46925087
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},15/2/2018,81.390625
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},16/2/2018,56.67429577
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},17/2/2018,65.66666667
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},18/2/2018,136.6261905
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},19/2/2018,83.18589357
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},20/2/2018,92.15724382
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},21/2/2018,74.93849826
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},22/2/2018,46.668125
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},23/2/2018,24.0285061
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},24/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},25/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},26/2/2018,32.38784916
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},27/2/2018,49.5377694
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},28/2/2018,59.47643728
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},1/3/2018,64.43185764
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},2/3/2018,58.50587189
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},3/3/2018,53.90656566
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},4/3/2018,106.847962
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},5/3/2018,96.74240506
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},6/3/2018,117.8533416
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},7/3/2018,133.9205163
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},8/3/2018,90.41542339
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},9/3/2018,30.61424216
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},10/3/2018,55.50868056
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},11/3/2018,94.3828125
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},12/3/2018,87.7985782
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},13/3/2018,66.92826763
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},14/3/2018,86.3629902
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},15/3/2018,119.069506
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},16/3/2018,104.7124126
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},17/3/2018,79.85112847
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},18/3/2018,87.71115451
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},19/3/2018,96.8603022
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},20/3/2018,147.619693
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},21/3/2018,93.24688596
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},22/3/2018,106.7520906
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},23/3/2018,120.6557056
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},24/3/2018,125.939292
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},25/3/2018,133.2349624
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},26/3/2018,97.97525907
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},27/3/2018,66.37631579
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},28/3/2018,78.28540146
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},29/3/2018,93.75958188
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},30/3/2018,91.60100524
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},31/3/2018,51.44053819
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},1/4/2018,54.76644737
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},2/4/2018,57.64456522
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},3/4/2018,56.580625
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},4/4/2018,52.69534314
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},5/4/2018,45.78194444
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},6/4/2018,42.60518293
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},7/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},8/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},9/4/2018,32.37809783
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},10/4/2018,55.67378049
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},11/4/2018,92.25466028
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},12/4/2018,95.04334677
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},13/4/2018,108.1208506
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},14/4/2018,120.7015931
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},15/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},16/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},17/4/2018,28.7625
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},18/4/2018,30.50443925
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},19/4/2018,40.32680458
mqtt_consumer.mean {topic: chula/sensor/CU-S0082},20/4/2018,51.23866995
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},31/1/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},1/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},2/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},3/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},4/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},5/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},6/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},7/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},8/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},9/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},10/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},11/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},12/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},13/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},14/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},15/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},16/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},17/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},18/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},19/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},20/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},21/2/2018,63.79333333
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},22/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},23/2/2018,28.65436047
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},24/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},25/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},26/2/2018,39.95545401
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},27/2/2018,46.525
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},28/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},1/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},2/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},3/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},4/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},5/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},6/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},7/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},8/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},9/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},10/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},11/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},12/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},13/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},14/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},15/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},16/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},17/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},18/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},19/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},20/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},21/3/2018,39.28333333
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},22/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},23/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},24/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},25/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},26/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},27/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},28/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},29/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},30/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},31/3/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},1/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},2/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},3/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},4/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},5/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},6/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},7/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},8/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},9/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},10/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},11/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},12/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},13/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},14/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},15/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},16/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},17/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},18/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},19/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0083},20/4/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},31/1/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},1/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},2/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},3/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},4/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},5/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},6/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},7/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},8/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},9/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},10/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},11/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},12/2/2018,46.56608911
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},13/2/2018,47.56510417
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},14/2/2018,60.41362847
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},15/2/2018,66.0686747
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},16/2/2018,45.17044534
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},17/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},18/2/2018,null
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},19/2/2018,71.55629845
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},20/2/2018,75.42404514
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},21/2/2018,64.52116725
mqtt_consumer.mean {topic: chula/sensor/CU-S0085},22/2/2018,55.97368421
